status,layer,multi_layer,partial_layer,lb,ub,norms,mask_fn,threshold,edit_acc,test_acc
success,-3,True,True,-1.0,1000.0,l1n linf,ge,0,0.129,0.9076
success,2,True,False,-100.0,100.0,l1n linf,ge,0,0.1672,0.9493
success,-1,False,False,-1.0,10.0,l1n,gt,1,0.1472,0.8029
success,8,True,True,-1000.0,1.0,l1 l1n,gt,0,0.1668,0.924
success,-4,True,False,-10.0,0.1,linf,le,0,0.1416,0.9597
success,-2,True,True,-100.0,1000.0,l1 linf,ge,0,0.1381,0.751
success,1,True,True,-1000.0,100.0,l1n linf,gt,1,0.1674,0.9493
success,8,True,False,-10.0,1000.0,l1n,lt,-1,0.1668,0.924
success,-1,True,True,-10.0,10.0,l1n linf,le,0,0.1603,0.6877
success,7,True,True,-1000.0,1.0,l1 l1n linf,ge,0,0.165,0.911
success,-3,True,False,-10.0,1000.0,l1 linf,lt,-1,0.165,0.911
success,-10,True,False,-10.0,1.0,l1 l1n,lt,-5,0.1696,0.9646
success,-1,False,False,-0.1,10.0,l1 linf,le,0,0.1107,0.7815
success,6,True,False,-10.0,100.0,l1n linf,gt,1,0.1324,0.9316
success,-5,True,True,-10.0,10.0,l1 linf,le,0,0.1808,0.967
success,1,True,False,-1000.0,10.0,linf,lt,0,0.1544,0.5593
success,8,True,False,-1.0,1.0,l1n,lt,-5,0.1672,0.9218
success,-1,True,False,-1000.0,1000.0,l1 l1n linf,lt,-5,0.1379,0.7521
success,5,True,True,-1000.0,10.0,l1 linf,lt,0,0.1808,0.967
success,6,True,False,-10.0,100.0,l1n linf,lt,-5,0.1324,0.9316
success,7,True,False,-1.0,100.0,l1n,gt,0,0.1672,0.9218
success,-2,True,True,-100.0,0.1,l1 l1n linf,gt,1,0.1108,0.6661
success,1,True,False,-1000.0,1.0,l1n,lt,-1,0.1696,0.9646
success,6,True,True,-1.0,1.0,l1 l1n,ge,0,0.1607,0.9336
success,-10,True,False,-1.0,100.0,linf,lt,-5,0.1568,0.464
success,8,True,False,-10.0,1000.0,l1n linf,gt,0,0.129,0.9079
success,1,True,False,-10.0,0.1,l1,gt,0,0.1961,0.9527
success,-5,True,True,-1.0,10.0,l1 l1n linf,gt,1,0.1558,0.9633
success,-9,True,False,-1000.0,0.1,l1,gt,5,0.1961,0.9527
success,2,True,True,-10.0,1000.0,l1n,ge,0,0.1519,0.9499
success,9,True,True,-1000.0,1000.0,l1n,lt,0,0.1633,0.7795
success,-1,False,False,-1000.0,10.0,l1n linf,gt,0,0.1603,0.6877
success,6,True,True,-1000.0,1000.0,linf,le,0,0.1395,0.5449
success,8,True,True,-100.0,10.0,l1 l1n linf,le,0,0.165,0.911
success,3,True,False,-10.0,10.0,l1 l1n linf,lt,0,0.199,0.9686
success,2,True,False,-10.0,10.0,l1n linf,lt,0,0.1672,0.9492
success,4,True,False,-100.0,1000.0,l1 l1n,le,0,0.1929,0.9673
success,2,True,False,-1000.0,1.0,l1n,gt,5,0.1696,0.9646
success,6,True,False,-10.0,0.1,l1,lt,0,0.1568,0.9689
success,-4,True,False,-10.0,1000.0,l1 l1n,ge,0,0.1668,0.924
success,2,True,True,-1.0,1000.0,l1n linf,lt,-5,0.1673,0.9492
success,-2,True,True,-0.1,10.0,l1n linf,ge,0,0.1444,0.7164
success,5,True,True,-1.0,10.0,l1 l1n,lt,-1,0.1582,0.9638
success,4,True,True,-100.0,100.0,l1 l1n,le,0,0.1929,0.9673
success,-7,True,False,-10.0,100.0,l1n,gt,0,0.1928,0.9673
success,7,True,False,-10.0,10.0,l1n,lt,-5,0.1668,0.924
success,-10,True,False,-1000.0,10.0,l1 linf,ge,0,0.158,0.9506
success,1,True,True,-100.0,1.0,l1n linf,le,0,0.1672,0.9493
success,-4,True,True,-1.0,100.0,l1 l1n,gt,0,0.1672,0.9218
success,7,True,False,-1.0,100.0,l1 l1n linf,gt,0,0.165,0.911
success,8,True,True,-10.0,1.0,l1,le,0,0.1668,0.924
success,-3,True,False,-1.0,10.0,l1 linf,lt,0,0.165,0.911
success,-8,True,True,-0.1,1000.0,linf,gt,1,0.1338,0.7787
success,1,True,True,-1.0,10.0,l1,gt,1,0.1519,0.9475
success,-2,True,False,-100.0,1.0,l1,lt,-5,0.1508,0.7647
success,-3,True,True,-100.0,1.0,linf,lt,0,0.1329,0.9455
success,-8,True,True,-10.0,1000.0,l1,lt,-1,0.1929,0.9673
success,9,True,False,-10.0,1.0,l1n linf,lt,-5,0.1603,0.6877
success,-7,True,False,-10.0,1.0,l1 l1n,lt,0,0.2019,0.9691
success,2,True,True,-1000.0,0.1,l1n,gt,0,0.1966,0.9529
success,4,True,False,-1.0,1000.0,l1n linf,gt,0,0.1483,0.9672
success,-3,True,False,-10.0,1.0,l1n linf,ge,0,0.129,0.9078
success,9,True,True,-100.0,0.1,l1n linf,gt,1,0.1196,0.6537
success,-2,True,False,-0.1,1000.0,l1,lt,0,0.2,0.8234
success,3,True,False,-0.1,100.0,l1 linf,lt,-1,0.169,0.9463
success,-1,False,False,-1.0,10.0,l1 linf,lt,0,0.1377,0.7522
success,8,True,False,-100.0,10.0,l1n,lt,-1,0.1668,0.924
success,2,True,False,-100.0,1000.0,l1,gt,5,0.1519,0.9499
success,-10,True,True,-10.0,100.0,l1n linf,lt,-1,0.1672,0.9492
success,1,True,True,-100.0,10.0,l1n linf,gt,0,0.1674,0.9493
success,-5,True,True,-10.0,1.0,l1 linf,le,0,0.154,0.9676
success,-10,True,True,-10.0,10.0,l1n,lt,0,0.1518,0.9499
success,-10,True,True,-1000.0,100.0,l1 l1n,gt,5,0.1519,0.9499
success,-2,True,False,-10.0,1.0,l1 l1n,lt,-1,0.1509,0.7644
success,1,True,False,-100.0,1.0,l1 linf,ge,0,0.1658,0.9656
success,3,True,False,-100.0,0.1,l1n,le,0,0.1641,0.967
success,-9,True,True,-100.0,100.0,linf,ge,0,0.1559,0.5659
success,3,True,True,-10.0,1.0,l1n,lt,-1,0.2019,0.9691
success,6,True,True,-1.0,10.0,l1,ge,0,0.1582,0.9638
success,-8,True,True,-1000.0,0.1,l1,gt,5,0.1641,0.967
success,1,True,True,-10.0,1.0,linf,ge,0,0.1538,0.5698
success,-1,True,False,-1000.0,1.0,linf,ge,0,0.1429,0.7175
success,5,True,True,-1.0,100.0,l1 l1n,lt,-1,0.1582,0.9638
success,3,True,False,-1.0,1000.0,l1,le,0,0.1762,0.9697
success,-9,True,True,-1.0,1.0,l1 l1n linf,lt,-1,0.1745,0.953
success,6,True,True,-100.0,1000.0,l1 l1n linf,lt,-1,0.1808,0.967
success,-7,True,False,-100.0,10.0,l1 l1n linf,ge,0,0.199,0.9686
success,1,True,True,-100.0,100.0,l1n linf,gt,1,0.1672,0.9493
success,7,True,True,-1.0,10.0,l1n,lt,-1,0.1672,0.9218
success,9,True,False,-10.0,1.0,l1n,lt,-1,0.151,0.7647
success,-6,True,False,-1.0,10.0,l1 l1n,le,0,0.1582,0.9638
success,-2,True,False,-100.0,1000.0,l1,lt,0,0.1644,0.7708
success,5,True,False,-100.0,10.0,l1 l1n,le,0,0.1583,0.9678
success,4,True,True,-100.0,10.0,linf,gt,5,0.1404,0.6577
success,-7,True,False,-100.0,10.0,l1 l1n,gt,5,0.1929,0.9673
success,9,True,True,-100.0,100.0,l1 linf,ge,0,0.1378,0.7521
success,-9,True,False,-1.0,100.0,l1 l1n linf,ge,0,0.1532,0.9442
success,8,True,False,-100.0,10.0,l1 l1n linf,lt,-1,0.165,0.911
success,-4,True,True,-1.0,10.0,l1n,lt,-1,0.1672,0.9218
success,9,True,True,-1000.0,0.1,linf,le,0,0.1429,0.7387
success,3,True,True,-100.0,100.0,l1 l1n linf,lt,-1,0.199,0.9686
success,-6,True,True,-100.0,1000.0,linf,lt,0,0.1406,0.5554
success,1,True,False,-1000.0,0.1,l1 linf,gt,5,0.1811,0.9514
success,6,True,False,-1000.0,1000.0,l1 l1n linf,lt,-5,0.1808,0.967
success,9,True,False,-0.1,100.0,linf,gt,0,0.1512,0.7629
success,-10,True,True,-10.0,1000.0,l1 l1n linf,lt,-1,0.158,0.9506
success,4,True,False,-1000.0,10.0,l1 linf,gt,5,0.199,0.9686
success,-3,True,False,-10.0,100.0,l1 linf,lt,-5,0.165,0.911
success,7,True,False,-1000.0,10.0,linf,ge,0,0.1305,0.8714
success,7,True,True,-100.0,100.0,l1n linf,gt,0,0.129,0.9079
success,4,True,True,-100.0,0.1,l1n linf,ge,0,0.1507,0.9639
success,8,True,False,-1000.0,1.0,l1 l1n,lt,0,0.1668,0.924
success,2,True,False,-1000.0,1000.0,l1 l1n,lt,0,0.1519,0.9499
success,1,True,False,-1000.0,100.0,l1,gt,1,0.1519,0.9499
success,5,True,False,-1000.0,10.0,l1,ge,0,0.1581,0.9678
success,-9,True,True,-1.0,100.0,linf,lt,-1,0.1568,0.464
success,-9,True,True,-0.1,100.0,l1n linf,ge,0,0.1281,0.6721
success,-4,True,True,-100.0,10.0,l1,gt,5,0.1668,0.924
success,-9,True,True,-0.1,100.0,l1,gt,0,0.132,0.8259
success,7,True,True,-1.0,10.0,l1,lt,-1,0.1672,0.9218
success,-5,True,True,-1000.0,100.0,l1 linf,lt,0,0.1808,0.967
success,6,True,True,-100.0,10.0,l1 linf,le,0,0.1808,0.967
success,-1,True,False,-1000.0,1000.0,l1,gt,0,0.1635,0.7792
success,-8,True,False,-100.0,1000.0,linf,gt,5,0.143,0.7659
success,-9,True,True,-1000.0,100.0,linf,gt,0,0.1537,0.5034
success,2,True,False,-10.0,10.0,linf,gt,0,0.1529,0.5549
success,-4,True,True,-1.0,1000.0,l1n,gt,1,0.1672,0.9218
success,-5,True,False,-100.0,1.0,l1n,lt,-5,0.153,0.9678
success,3,True,True,-0.1,100.0,l1n,lt,-5,0.1671,0.9452
success,2,True,False,-1000.0,10.0,linf,ge,0,0.1544,0.5593
success,-1,True,True,-1000.0,1.0,l1,gt,1,0.1506,0.7665
success,9,True,True,-1000.0,1.0,l1,gt,0,0.1506,0.7665
success,2,True,False,-1000.0,100.0,l1n,lt,0,0.1519,0.9499
success,8,True,True,-1000.0,0.1,l1,gt,5,0.1418,0.9675
success,-3,True,False,-1.0,1000.0,l1 linf,lt,-1,0.165,0.911
success,2,True,True,-1000.0,100.0,linf,lt,-1,0.1537,0.5034
success,3,True,False,-1.0,100.0,l1 linf,ge,0,0.1819,0.9708
success,-10,True,False,-10.0,10.0,l1n,gt,1,0.1518,0.9499
success,4,True,True,-1000.0,0.1,l1 l1n linf,ge,0,0.1643,0.966
success,-10,True,True,-100.0,1.0,l1 linf,lt,0,0.1658,0.9656
success,-3,True,True,-1000.0,100.0,l1,le,0,0.1668,0.924
success,3,True,False,-1.0,1.0,linf,ge,0,0.1386,0.6437
success,9,True,True,-1000.0,0.1,l1,le,0,0.1086,0.6619
success,-9,True,False,-10.0,1000.0,l1 l1n linf,le,0,0.158,0.9506
success,-6,True,True,-100.0,100.0,l1 l1n,lt,0,0.1595,0.9678
success,-2,True,True,-1000.0,100.0,l1,ge,0,0.1633,0.7784
success,-1,True,False,-1.0,1.0,l1 l1n,gt,1,0.1481,0.8049
success,3,True,False,-100.0,10.0,l1 l1n linf,gt,5,0.199,0.9686
success,-1,False,True,-0.1,1000.0,l1,le,0,0.18,0.9092
success,9,True,True,-1.0,0.1,l1 l1n linf,le,0,0.1217,0.6389
success,8,True,True,-100.0,10.0,l1 l1n,gt,5,0.1668,0.924
success,-2,True,False,-1000.0,1000.0,l1 l1n linf,lt,0,0.1379,0.7521
success,1,True,False,-100.0,100.0,l1,lt,-1,0.1519,0.9499
success,6,True,False,-1.0,1000.0,l1 l1n,ge,0,0.1582,0.9638
success,-8,True,True,-0.1,1000.0,l1 l1n linf,le,0,0.169,0.9463
success,4,True,True,-100.0,1000.0,l1 l1n linf,gt,0,0.199,0.9686
success,9,True,False,-10.0,1000.0,l1 l1n,ge,0,0.1635,0.7796
success,-3,True,True,-1000.0,10.0,l1 linf,gt,0,0.165,0.911
success,8,True,True,-1.0,10.0,l1,lt,-1,0.1672,0.9218
success,8,True,False,-100.0,1.0,l1n,lt,-1,0.1668,0.924
success,-7,True,True,-1000.0,0.1,l1 l1n linf,gt,1,0.1643,0.966
success,-7,True,True,-100.0,100.0,l1 l1n,ge,0,0.1929,0.9673
success,-4,True,True,-10.0,100.0,linf,lt,0,0.1338,0.9178
success,-7,True,False,-1000.0,1.0,l1 l1n,lt,0,0.2019,0.9691
success,-7,True,False,-0.1,100.0,l1 l1n,ge,0,0.1671,0.9452
success,7,True,False,-1000.0,100.0,l1 l1n,ge,0,0.1668,0.924
success,-4,True,False,-1.0,10.0,l1n,lt,0,0.1672,0.9218
success,-1,True,False,-1.0,1000.0,l1 l1n,lt,-1,0.147,0.8039
success,-5,True,False,-1.0,1.0,l1 linf,lt,0,0.1607,0.9336
success,3,True,False,-100.0,1000.0,l1 l1n,lt,0,0.1929,0.9673
success,-1,False,False,-10.0,1000.0,l1 linf,lt,-5,0.1378,0.7521
success,1,True,True,-100.0,0.1,l1 l1n,gt,5,0.1961,0.9527
success,8,True,True,-10.0,0.1,linf,lt,0,0.1416,0.9597
success,1,True,False,-1000.0,10.0,l1n,lt,0,0.1519,0.9499
success,-2,True,True,-1000.0,10.0,l1 l1n,ge,0,0.1636,0.7788
success,-2,True,True,-0.1,100.0,linf,gt,0,0.1512,0.7629
success,4,True,True,-1.0,100.0,linf,gt,0,0.1418,0.5829
success,1,True,True,-100.0,1000.0,linf,lt,-5,0.1598,0.5502
success,2,True,True,-1000.0,100.0,l1,ge,0,0.1519,0.9499
success,-4,True,True,-10.0,10.0,l1n linf,gt,0,0.129,0.9079
success,1,True,False,-1000.0,1.0,l1 linf,lt,-1,0.1658,0.9656
success,-7,True,False,-0.1,100.0,l1 linf,ge,0,0.169,0.9463
success,8,True,False,-10.0,10.0,l1,gt,5,0.1668,0.924
success,-4,True,True,-10.0,1.0,l1 linf,gt,1,0.165,0.911
success,-4,True,False,-10.0,1000.0,l1n,le,0,0.1668,0.924
success,-1,True,True,-100.0,100.0,linf,lt,-5,0.1507,0.8043
success,-6,True,True,-100.0,0.1,l1 l1n,lt,0,0.1568,0.9689
success,2,True,False,-1.0,100.0,linf,le,0,0.1568,0.464
success,-3,True,True,-1000.0,1000.0,linf,lt,-5,0.1308,0.9208
success,-5,True,True,-1.0,1000.0,l1n linf,ge,0,0.1324,0.9316
success,8,True,False,-1.0,0.1,l1n,ge,0,0.1392,0.9641
success,-2,True,False,-100.0,1.0,linf,lt,-5,0.1414,0.6617
success,-1,False,False,-0.1,1.0,l1 l1n,lt,0,0.1096,0.7846
success,9,True,False,-0.1,10.0,l1n,gt,0,0.2,0.8234
success,-1,True,False,-1000.0,1000.0,l1n,lt,-1,0.1633,0.7795
success,5,True,True,-10.0,1.0,l1 linf,ge,0,0.154,0.9676
success,-1,True,False,-10.0,100.0,l1,lt,-1,0.1635,0.779
success,-8,True,False,-10.0,1.0,l1n linf,lt,-5,0.1483,0.9672
success,-9,True,False,-1000.0,10.0,l1 linf,gt,5,0.158,0.9506
success,-6,True,False,-100.0,100.0,l1n,ge,0,0.1583,0.9678
success,7,True,False,-10.0,0.1,l1 l1n linf,lt,-1,0.1416,0.9675
success,-2,True,False,-100.0,100.0,l1n linf,lt,-1,0.1603,0.6877
success,-10,True,True,-1000.0,1.0,linf,ge,0,0.1519,0.5786
success,7,True,False,-1000.0,1.0,l1n linf,gt,5,0.129,0.9079
success,2,True,False,-100.0,1.0,l1 l1n,gt,1,0.1696,0.9646
success,6,True,False,-1000.0,1000.0,l1n linf,gt,5,0.1324,0.9316
success,2,True,False,-100.0,10.0,l1n linf,gt,1,0.1674,0.9493
success,9,True,False,-100.0,0.1,linf,lt,0,0.1393,0.6522
success,-7,True,True,-1000.0,100.0,l1n linf,le,0,0.1483,0.9672
success,3,True,False,-1000.0,0.1,l1 linf,gt,5,0.1643,0.966
success,1,True,True,-10.0,1000.0,l1n linf,gt,0,0.1674,0.9493
success,-9,True,True,-1.0,1.0,linf,gt,0,0.1556,0.517
success,-1,True,False,-100.0,10.0,linf,le,0,0.1462,0.7926
success,-7,True,True,-1.0,10.0,linf,lt,0,0.1391,0.5756
success,-6,True,True,-100.0,0.1,l1n,lt,0,0.1568,0.9689
success,-9,True,False,-100.0,10.0,l1n,lt,0,0.1517,0.9499
success,2,True,False,-10.0,100.0,l1n,lt,0,0.1519,0.9499
success,7,True,False,-10.0,1.0,linf,gt,5,0.1348,0.9471
success,-1,False,False,-1000.0,1000.0,l1n linf,le,0,0.1603,0.6877
success,1,True,True,-100.0,10.0,l1n,ge,0,0.1517,0.9499
success,3,True,False,-1.0,1000.0,l1 l1n linf,lt,-5,0.1819,0.9708
success,2,True,False,-10.0,0.1,linf,gt,0,0.1451,0.9152
success,1,True,False,-1000.0,1000.0,l1 linf,le,0,0.158,0.9506
success,2,True,False,-1.0,1000.0,l1 l1n linf,gt,5,0.1532,0.9442
success,8,True,True,-1.0,0.1,l1 l1n linf,lt,0,0.1392,0.9641
success,-5,True,True,-1.0,1000.0,l1n linf,lt,-5,0.1324,0.9316
success,-4,True,False,-10.0,10.0,l1 linf,le,0,0.165,0.911
success,-1,True,False,-100.0,1.0,l1 l1n,gt,1,0.1509,0.7645
success,-4,True,False,-100.0,1000.0,l1 linf,lt,-1,0.165,0.911
success,-1,True,False,-10.0,10.0,l1n linf,lt,0,0.1603,0.6877
success,-9,True,True,-1.0,1000.0,l1n,le,0,0.1519,0.9475
success,-2,True,False,-10.0,0.1,l1n linf,ge,0,0.1196,0.6537
success,-9,True,True,-1.0,1.0,l1 l1n linf,gt,5,0.1745,0.953
success,3,True,True,-1.0,1.0,l1n linf,gt,1,0.1483,0.9672
success,-8,True,True,-1.0,1000.0,l1 l1n linf,gt,1,0.1819,0.9708
success,4,True,False,-1000.0,10.0,linf,gt,1,0.1391,0.6895
success,-7,True,True,-1.0,1.0,l1n,gt,1,0.1698,0.971
success,-5,True,False,-1.0,1000.0,l1n linf,lt,-1,0.1324,0.9316
success,5,True,True,-10.0,100.0,l1n,lt,-1,0.1582,0.9678
success,-2,True,False,-10.0,100.0,linf,ge,0,0.1453,0.7838
success,1,True,False,-100.0,0.1,l1,le,0,0.1961,0.9527
success,8,True,True,-1000.0,1000.0,linf,gt,5,0.1308,0.9208
success,-8,True,False,-0.1,100.0,l1 l1n,le,0,0.1671,0.9452
success,-4,True,False,-100.0,10.0,l1 l1n,gt,5,0.1668,0.924
success,1,True,False,-1000.0,100.0,l1 l1n linf,lt,-1,0.158,0.9506
success,-5,True,False,-1.0,1000.0,linf,gt,1,0.1305,0.3898
success,7,True,True,-10.0,10.0,l1 l1n linf,gt,5,0.165,0.911
success,9,True,True,-10.0,0.1,l1n linf,gt,5,0.1196,0.6537
success,-10,True,False,-1.0,100.0,l1 l1n linf,lt,-1,0.1532,0.9442
success,2,True,True,-100.0,1000.0,l1n,lt,-5,0.1519,0.9499
success,2,True,False,-10.0,1.0,l1 l1n linf,gt,0,0.1658,0.9656
success,7,True,False,-10.0,0.1,l1,lt,-1,0.1418,0.9675
success,-4,True,False,-1.0,1000.0,l1,lt,0,0.1672,0.9218
success,-9,True,True,-1000.0,1000.0,l1,lt,0,0.1519,0.9499
success,-10,True,False,-1.0,1.0,linf,gt,0,0.1556,0.517
success,8,True,False,-100.0,0.1,l1n,gt,0,0.1418,0.9675
success,-1,True,True,-10.0,0.1,l1,gt,5,0.1086,0.6619
success,1,True,True,-10.0,0.1,l1 l1n linf,lt,-1,0.1811,0.9514
success,-9,True,True,-1000.0,1000.0,l1 l1n,gt,0,0.1519,0.9499
success,3,True,False,-100.0,1000.0,l1 linf,le,0,0.199,0.9687
success,2,True,True,-1.0,1.0,linf,gt,5,0.1556,0.517
success,4,True,True,-1.0,100.0,l1,gt,1,0.1762,0.9697
success,-4,True,False,-10.0,1000.0,l1,le,0,0.1668,0.924
success,4,True,False,-100.0,10.0,linf,lt,-5,0.1404,0.6577
success,-4,True,False,-10.0,10.0,l1 l1n linf,lt,-5,0.165,0.911
success,-4,True,True,-1.0,1.0,l1n linf,ge,0,0.129,0.9076
success,-1,True,True,-0.1,10.0,l1,lt,-5,0.2,0.8234
success,7,True,False,-1.0,0.1,l1 linf,gt,0,0.1392,0.9641
success,-2,True,True,-100.0,1.0,l1 linf,lt,0,0.1385,0.7494
success,6,True,True,-1.0,10.0,linf,lt,-1,0.1274,0.3655
success,-4,True,False,-1.0,10.0,l1n linf,gt,1,0.129,0.9079
success,9,True,False,-1.0,0.1,l1 l1n,ge,0,0.1217,0.6389
success,9,True,True,-1.0,1000.0,l1,gt,0,0.1468,0.804
success,-3,True,False,-100.0,1.0,l1 l1n,lt,0,0.1668,0.924
success,-9,True,False,-1.0,100.0,l1 linf,lt,-5,0.1532,0.9442
success,-10,True,False,-10.0,100.0,linf,lt,0,0.1539,0.523
success,-10,True,True,-100.0,10.0,l1 linf,le,0,0.158,0.9506
success,2,True,False,-100.0,100.0,l1 linf,lt,-5,0.158,0.9506
success,-7,True,True,-100.0,100.0,l1 l1n linf,gt,0,0.199,0.9686
success,-2,True,True,-100.0,100.0,l1,ge,0,0.164,0.777
success,3,True,True,-1000.0,0.1,l1n,lt,-1,0.1641,0.967
success,-8,True,True,-1.0,10.0,l1 l1n,lt,-5,0.1762,0.9697
success,4,True,True,-1.0,1.0,linf,lt,0,0.1386,0.6437
success,6,True,True,-100.0,0.1,l1n linf,gt,0,0.1467,0.9558
success,6,True,False,-1000.0,0.1,l1 l1n linf,gt,5,0.159,0.9689
success,3,True,True,-0.1,100.0,l1 linf,lt,-5,0.169,0.9463
success,-6,True,True,-1000.0,100.0,l1n linf,gt,5,0.1324,0.9316
success,-7,True,True,-100.0,1.0,l1 l1n linf,gt,5,0.1808,0.9694
success,-2,True,True,-10.0,1.0,l1 l1n linf,gt,0,0.1383,0.7508
success,6,True,False,-10.0,10.0,l1 linf,lt,0,0.1808,0.967
success,6,True,True,-10.0,1000.0,l1n,gt,1,0.1583,0.9678
success,9,True,True,-0.1,1.0,l1,le,0,0.1096,0.7846
success,-1,True,True,-1.0,1000.0,l1 l1n linf,gt,5,0.1377,0.7521
success,-10,True,False,-1000.0,100.0,l1,gt,1,0.1519,0.9499
success,-5,True,False,-10.0,1.0,linf,lt,-1,0.147,0.5706
success,-4,True,False,-1.0,1000.0,linf,ge,0,0.1343,0.9318
success,-5,True,False,-1.0,1.0,l1 l1n,lt,-1,0.1607,0.9336
success,-5,True,False,-100.0,100.0,l1 linf,lt,0,0.1808,0.967
success,-4,True,True,-100.0,1000.0,l1 l1n,le,0,0.1668,0.924
success,8,True,False,-1000.0,100.0,l1 linf,gt,1,0.165,0.911
success,-3,True,True,-100.0,100.0,l1 linf,lt,-1,0.165,0.911
success,-8,True,True,-100.0,1000.0,l1 l1n,le,0,0.1929,0.9673
success,-8,True,True,-10.0,10.0,l1 l1n linf,ge,0,0.199,0.9686
success,2,True,True,-1000.0,1000.0,l1n,gt,0,0.1518,0.9499
success,-1,False,False,-100.0,1.0,l1 l1n,gt,1,0.1509,0.7645
success,-1,True,True,-1000.0,10.0,linf,gt,5,0.1507,0.6907
success,2,True,False,-1000.0,1.0,l1,ge,0,0.1696,0.9646
success,-3,True,False,-10.0,100.0,l1 l1n linf,lt,-1,0.165,0.911
success,-2,True,True,-1000.0,1.0,l1n linf,gt,5,0.1603,0.6877
